Jahr;GKZ;Geschlecht;Vorname;Anzahl
2016;20909;1;Maximilian;1
2022;20442;1;Finn;1
2019;20201;2;Lucia;1
2022;21002;2;Maja;1
2021;20911;1;Moritz;1
2017;20918;2;Marina;1
2023;20305;2;Jana;1
2018;20627;2;Laura;1
2020;20501;1;Leo;1
2016;20608;2;Joleen;1
2017;20442;2;Nina;1
2017;20630;1;Leon;1
2021;20923;1;Emilio;1
2015;20644;2;Mara;1
2018;20637;2;Nina;1
2016;20201;1;Matthaus;1
2020;20101;2;Layla;1
2023;20101;2;Rahil;1
2020;20101;2;Meryem;1
2016;20813;1;Din;1
2015;21002;1;Georg;1
2019;20530;2;Lena;1
2018;21004;2;Sandrine;1
2022;20523;2;Sara;1
2017;20808;1;Nico;1
2022;20421;2;Chiara;1
2015;20631;1;Emil;1
2022;20201;1;Lukas;3
2023;21002;2;Luise;1
2022;20702;2;Victoria;1
2022;20101;1;Jonathan;5
2016;20635;1;Moritz;1
2023;20911;2;Elena;1
2022;21008;2;Leonie;1
2021;21002;2;Emma;2
2022;20702;2;Matea;1
2015;20405;1;Marco;1
2018;20601;1;Oskar;1
2017;20402;1;Nico;1
2023;20923;2;Melody;1
2018;20815;2;Gloria;1
2019;20305;1;Leon;1
2023;20808;2;Amelie;1
2015;20409;2;Bianca;1
2018;20725;2;Juline;1
2015;20435;2;Marzelina;1
2021;20201;1;Yannik;1
2019;20101;1;Kylian;1
2015;20635;1;Liam;2
2020;20801;2;Sofia;1
2021;20817;1;Jakob;1
2023;20923;2;Klea;1
2019;20635;1;Dean;1
2018;20403;1;Leano;1
2016;20923;2;Emilia;2
2015;20705;2;Franziska;1
2015;20201;1;Tobias;4
2014;20527;2;Isabell-lauren;1
2018;20201;2;Ruihan;1
2022;20101;1;Liam;6
2019;20635;2;Emilia;2
2020;20505;1;Kilian;1
2016;20101;1;Arion;1
2017;20441;1;Noah;1
2019;20201;2;Jana-lea;1
2017;20101;1;Oskar;2
2014;20101;1;Isa;2
2015;21002;2;Maria;1
2015;20620;2;Valentina;1
2022;20705;1;Neo;1
2022;20501;2;Katelyn;1
2017;20630;1;Emilio;1
2016;21009;1;Mohamad;1
2016;20518;2;Marie;1
2019;20534;1;Adam;1
2017;20901;1;Matheo;1
2014;21009;1;Raffael;1
2017;20101;2;Leyla;2
2017;20805;1;Elias;1
2018;20527;1;Thomas;1
2020;20923;1;Maximilian;4
2020;20307;2;Anna;1
2020;20620;2;Johanna;1
2022;20101;1;Imran;1
2017;20201;2;Antonia;1
2020;20201;1;Jose;1
2018;20530;1;Florian;1
2023;20201;1;Danny;1
2017;20720;1;Ben-manuel;1
2016;20923;2;Melina;1
2020;20409;1;Nils;1
2021;20711;1;Valerian;1
2021;20817;1;Finn;1
2018;20442;2;Karoline;1
2016;21009;1;Aaron;1
2019;20634;2;Lilly;1
2022;20201;1;Jachja;1
2016;20727;1;Alessio;1
2021;20721;2;Marie;1
2018;20605;2;Valentina;1
2023;20702;1;Vito;1
2017;20419;2;Florentina;1
2019;20416;2;Theresa;1
2018;20923;2;Florentina;2
2015;20905;2;Emma;1
2022;20630;1;Leo;1
2018;20515;2;Valentina;1
2019;20642;2;Johanna;1
2017;20505;1;Matteo;1
2019;20201;2;Eva;1
2020;20101;2;Sienna;1
2022;20720;1;Mohammed;1
2015;20622;1;Tobias;1
2023;20201;1;Neel;1
2020;20711;2;Katharina;1
2020;20711;1;Milan;1
2023;20534;2;Mathilda;1
2018;20817;1;Luis;1
2015;20306;2;Joline;1
2021;20727;1;Emil;1
2017;20409;1;Sem;1
2016;20101;1;Daniel;4
2017;20201;1;Valentin;3
2015;20723;2;Lea;1
2022;20101;2;Zoe;1
2017;20101;1;Emrah;1
2022;20801;2;Sophia;1
2020;20531;2;Ella;1
2017;20607;1;Fabio;1
2019;20630;2;Sara;1
2020;20817;2;Mia;1
2022;20634;2;Eleni;1
2020;20721;1;Leonhard;1
2018;20613;1;Noah;1
2021;20421;2;Milena;1
2021;20603;2;Olivia;1
2023;20616;1;Noel;1
2015;20627;1;Julian;2
2016;20101;1;Mohanad;1
2015;20320;1;Theo;1
2023;20725;2;Lina;3
2021;20909;2;Lucia;1
2021;21007;1;Benjamin;1
2015;20815;1;Martin;1
2020;20702;2;Kimberly;1
2019;20505;2;Sophie;1
2018;20403;1;Marcel;1
2023;20523;1;Paul;2
2018;20817;1;Lukas;1
2015;20527;1;Kairon;1
2019;20101;2;Pia;2
2021;20639;2;Sophie;1
2018;20725;1;Merlin;1
2020;20601;2;Mia;1
2017;20527;2;Lois;1
2016;20527;1;Timotei;1
2019;20201;2;Elena;2
2019;20201;1;David-mikhael;1
2023;20912;2;Lisa;1
2018;20711;1;Martin;1
2016;20534;1;Karl;1
2015;20101;2;Larissa-martina;1
2015;20509;2;Mila;1
2016;20418;1;Fabian;1
2017;20803;2;Madlen;1
2020;20402;1;Elias;1
2018;20421;1;Jakob;1
2021;20417;1;Lukas;1
2015;20402;1;Mikael;1
2018;20620;2;Stefanie;1
2016;20530;2;Lena;1
2020;20630;1;Lukas;1
2023;20201;2;Nami;1
2019;20620;2;Lea;1
2017;20101;2;Ina;1
2023;20527;2;Aylin;1
2019;20632;1;Jonas;1
2021;20201;1;Florian;4
2019;20801;2;Franziska;1
2015;20415;2;Vivien;1
2021;20803;2;Emily;1
2017;20201;1;Loris;1
2023;20913;1;Fabian;1
2019;20101;1;Almin;1
2016;20305;1;Gabriel;1
2017;20502;2;Sophia;1
2023;20923;2;Clara;1
2017;20101;2;Foteini;1
2016;20710;1;Darian;1
2018;20913;2;Ella;1
2023;20101;1;Omar;2
2023;20505;1;Alexander;1
2019;20808;2;Mila;2
2023;20523;1;Jakob;1
2016;20601;1;Fabian;1
2020;20432;1;Domonkos;1
2022;20405;2;Elisa;1
2018;20630;1;Johannes;1
2019;20101;1;Louis;2
2020;20101;2;Angelina;1
2019;20611;1;Noah;1
2021;20306;1;Marlon;1
2019;20402;2;Alina;1
2018;21009;1;Moritz;1
2016;21002;2;Emma;2
2018;20101;1;Atticus;1
2015;20201;1;Levente;1
2015;20644;2;Joleen;1
2018;21002;1;Constantin;1
2022;20101;1;Adrian;1
2022;21005;1;Xaver;1
2018;20201;1;Matthias;3
2022;20616;1;Benedikt;1
2022;20101;1;Gerhard;1
2019;20909;1;Valentin;1
2022;20923;1;Alexander;2
2017;20201;2;Nina;1
2017;20627;2;Sara;1
2018;20515;1;Paul;1
2017;20414;1;Alexander;1
2015;20527;2;Marie-sophie;1
2022;21002;2;Lia-marie;2
2018;20515;1;Tobias;1
2017;20417;1;Manuel;1
2016;20101;1;Boris;1
2018;20501;1;Hermann;1
2022;20720;1;Simon;1
2021;20724;1;Julian;1
2018;20911;2;Anna;1
2020;20307;1;Magnus;1
2017;20804;2;Davina;1
2023;20418;1;Oskar;1
2017;20923;2;Nina;1
2021;20101;2;Rosalie;1
2018;20609;2;Magdalena;1
2017;20505;1;David;1
2016;20808;2;Lisa;1
2014;20201;2;Taya;1
2018;20523;1;Anas;1
2022;20901;1;Luis;1
2022;20923;1;Stefan;1
2018;20708;2;Liliane;1
2017;20803;1;Luis;1
2016;20501;2;Emely;1
2023;20722;2;Leni;1
2023;20504;2;Sofia;1
2018;20523;1;Timotei;1
2018;20201;2;Andela;1
2018;20801;2;Laura;1
2022;20812;1;Finn;1
2023;20636;1;Michael;1
2019;21002;1;Mathaus;1
2021;20613;1;Joseph;1
2016;20622;1;Nevio;1
2022;20703;1;Paul;1
2021;20417;1;Lenny;1
2016;20418;1;Felix;1
2018;20402;1;Ben;1
2018;20643;2;Alina;1
2020;20644;2;Madlen;1
2017;20101;2;Lejla;1
2015;20801;1;Luis;1
2015;20201;1;Julian;7
2016;20201;1;Ebrahim;1
2017;20640;2;Marie;1
2022;20720;1;Johannes;1
2015;20642;2;Eva-maria;1
2019;20633;2;Magdalena;1
2020;20634;2;Leana;1
2019;20643;1;Matthias;1
2018;20909;1;Manuel;1
2016;20605;2;Anja;1
2020;20609;1;Julian;1
2021;21005;2;Linnea;1
2022;20515;1;Johannes;1
2019;20101;1;Godfrey;1
2021;21008;1;Jakob;1
2015;20808;2;Celine;1
2023;20101;2;Eva;3
2017;20636;1;Felix;1
2016;20702;1;Elias;1
2022;20634;2;Luisa;1
2023;20402;1;Lukas;1
2020;20518;1;Tobias;1
2016;20810;1;Julian;2
2022;20101;2;Iskra;1
2017;20624;1;Leon;1
2016;20634;1;Henrik;1
2022;20527;1;Mattheo;1
2017;20625;2;Olivia;1
2018;20101;1;Cedric;1
2023;20101;2;Dajana;1
2015;20201;2;Olivia;1
2015;20725;2;Katharina;1
2017;20501;2;Lena;1
2015;20101;2;Lena;7
2021;20602;1;Moritz;1
2018;20634;2;Sissi;1
2018;20523;2;Helena;1
2022;20101;2;Valerie;2
2016;20810;1;Benjamin;1
2022;20320;2;Johanna;1
2015;20644;1;Jakob;1
2020;20710;1;Joel;1
2017;20101;2;Alisa;1
2016;20527;2;Nina;1
2023;20725;2;Marie;1
2017;20923;1;Kubilay;1
2020;20523;1;Florian;1
2021;20307;1;Maximilian;1
2022;20101;2;Tuana;1
2022;20101;2;Panka;1
2019;20632;1;Alexander;1
2016;20923;2;Sandra;1
2017;20702;1;Thomas;1
2017;20923;1;Anton;3
2016;20101;1;Adrian;3
2020;20201;1;Zayn;1
2016;20405;2;Yana;1
2023;20637;1;Damian-milan;1
2019;20101;1;Jazz;1
2019;20803;2;Nina;1
2018;20432;2;Lina;1
2017;20725;1;Noah;1
2018;20620;1;Max;1
2016;21009;1;Elias;1
2023;20305;1;Josua;1
2015;20817;1;Noah;1
2020;20620;1;Felix;1
2023;20721;1;Anton;1
2022;20630;2;Emilia;1
2017;20801;2;Nina;1
2022;20806;2;Vivien;1
2018;20643;2;Ella;1
2018;20803;2;Emily;1
2020;20302;2;Mina;1
2023;21001;2;Ronja;1
2016;20432;1;Mark;1
2022;20817;1;Matthias;1
2020;20527;1;Elvin;1
2021;20101;2;Carla;1
2019;20501;2;Johanna;2
2015;20727;2;Valentina;1
2022;20101;1;Jovan;1
2019;20101;1;Sascha;1
2023;20710;1;Tobias;1
2023;20101;2;Solea;1
2016;20725;2;Hannah;1
2021;20201;2;Iliana;1
2018;20805;2;Mila;1
2017;20502;1;Jonas;1
2023;20101;2;Melissa;1
2016;20703;1;Matteo;1
2019;20805;2;Lina;1
2014;20101;1;Patrick;1
2020;20405;1;Felix;2
2017;20101;1;Marcel;1
2022;21002;2;Leyla;1
2021;20421;1;Samuel;1
2015;20534;2;Mira;1
2018;20101;1;Emir;1
2018;20613;1;Emilian;1
2021;20101;1;Rian;1
2017;20632;1;Ben;1
2020;20633;1;Luca;1
2022;20201;1;Almedin;1
2022;20711;2;Monika;1
2019;20635;2;Emilija;1
2018;20421;2;Maria;1
2017;20201;1;Elion;1
2019;20923;1;John;1
2015;20643;2;Florentina;1
2019;20905;2;Eva;1
2018;20817;2;Ramona;1
2016;20101;1;Steve;1
2021;20804;1;Noa;1
2022;20817;2;Linda;1
2022;20402;1;Elmir;1
2023;20813;2;Elisa;1
2015;20402;1;Friedrich;1
2022;20101;1;Lucas;3
2018;20101;2;Melina;1
2022;20305;2;Leila;1
2023;20613;1;Raphael;1
2016;20608;1;Fabian;1
2014;20302;1;Andr?;1
2015;20635;1;Jonas;2
2023;20101;2;Anastasia;1
2021;20101;1;Rocco-lennox;1
2017;20635;1;Massimo;1
2015;21007;1;David;1
2018;20201;1;Hendrik;1
2020;20520;2;Cheyenne;1
2019;20630;1;Marvin;1
2015;21002;1;Tobias;1
2019;20101;2;Elfi;1
2019;20805;1;Jakob;1
2019;20720;2;Paulina;1
2019;20505;1;Andre;1
2020;20534;2;Florentina;1
2015;20101;1;Daniel;2
2017;20918;2;Aysenur;1
2022;20101;2;Eva;1
2019;20201;1;Matija;1
2017;20914;1;Felix;3
2019;20923;1;Lorenzo;1
2017;20405;1;Adian;1
2022;20505;2;Valentina;1
2023;20640;2;Elena;1
2015;20720;1;Elias;1
2015;20634;1;Alexander;1
2017;20101;2;Isabella;3
2018;20905;2;Annika;1
2018;20101;2;Alexia;1
2019;20421;1;Maximilian;1
2022;20702;2;Vanessa;1
2023;20635;1;Adan;1
2023;20442;2;Johanna;1
2015;20722;2;Andrea;1
2020;20720;1;Anton;1
2016;20726;2;Luisa;1
2018;20627;1;Dominik;1
2017;20923;2;Paulina;1
2020;20722;1;Davy;1
2020;20913;1;Tim;1
2018;21002;1;Gino;1
2020;20619;2;Johanna;1
2023;20523;1;Leonhard;1
2021;20435;1;Milan;1
2021;20402;1;Noah;1
2015;20101;2;Valerie;3
2022;20418;2;Rosalie;1
2019;20725;2;Elina;1
2021;20101;1;Gabriel;3
2014;20817;1;Bastian;1
2015;20803;1;Jason;1
2023;20501;2;Fiona;1
2014;20702;1;Samuel;1
2019;20630;1;Alessio;1
2014;20432;2;Sophia;1
2023;20923;1;Leon;4
2017;20101;1;Pascal;1
2016;20817;2;Lea;1
2018;20808;1;Luis;1
2015;20527;2;Nadija;1
2019;20101;2;Viktoria;3
2015;20320;2;Lea;1
2021;20905;1;Gabriel;1
2022;20640;2;Lena;1
2023;20101;2;Sophia;7
2022;20101;2;Felicia;1
2016;20417;2;Marie-christin;1
2022;20720;2;Lina;1
2018;20607;2;Hanna;1
2018;20523;1;Michael;1
2018;20201;2;Rana;1
2019;20909;2;Elisabeth;1
2014;20722;1;Damjan;1
2017;20101;2;Clara;1
2023;20201;2;Nirvana;1
2021;20101;2;Chiamaka;1
2019;20711;2;Antonia;1
2018;20817;2;Linda;1
2015;20505;2;Fabienne;1
2017;20201;1;Jorim;1
2021;20923;1;Emilian;1
2018;20923;2;Sarah;3
2014;20711;1;Even;1
2018;20630;1;Jonas;1
2017;20428;1;Fabian;1
2020;20725;2;Sophie;1
2015;20817;2;Magdalena;2
2018;20527;2;Helena;1
2017;20901;1;Valentin;1
2015;20511;1;Jan;1
2020;20409;1;Maximilian;2
2023;20912;2;Finja;1
2017;20625;2;Vera;1
2015;21009;2;Isabel;1
2023;20305;2;Elina;1
2020;20424;1;Samuel;1
2017;20101;1;Eliah;1
2023;20813;2;Aylina;1
2023;20402;1;Elias;1
2020;20417;2;Ellena;1
2020;20201;2;Elif;1
2021;20501;2;Sofie;1
2016;20804;2;Amina;1
2021;20101;1;Jan;1
2017;20608;1;Matthias;1
2016;20923;1;Alexander;3
2017;20601;2;Alina;1
2022;20201;1;Alexander;3
2020;20101;1;Harvey;1
2020;21001;2;Emilia;1
2020;21002;2;Isabella;1
2022;20201;2;Thea;1
2014;20101;1;Karlo;1
2016;20627;1;Lukas;1
2015;20923;1;Linus;1
2023;20418;2;Annelie;1
2023;20631;2;Malia;1
2022;20719;1;Leonard;1
2023;20630;2;Leonie;2
2017;20644;2;Xenia;1
2021;20901;2;Laura;1
2022;20502;2;Adriana;1
2021;20602;2;Elena;1
2018;20101;1;Jacob;1
2015;20415;2;Mia;1
2018;20705;1;Benjamin;1
2022;20518;2;Caroline;1
2018;20307;1;Alexander;1
2017;20409;2;Florentina;1
2022;20428;2;Lea;1
2018;20101;1;Oskar;2
2020;20201;1;Elijah;1
2015;20101;2;Anja;1
2022;20101;1;Simba;1
2019;20101;2;Ruth;1
2022;20519;1;Liam;1
2023;20424;1;Leo;1
2018;20726;1;Arian;1
2018;20201;2;Lara;5
2022;20405;1;Ben;1
2019;20923;1;Kilian;1
2022;20713;2;Elina;1
2016;20527;2;Maya;1
2018;20101;1;Elind;1
2022;20201;1;Jonas;7
2021;20708;1;Tobias;1
2015;20201;2;Yasmina;1
2022;20101;2;Olivia;1
2019;20640;1;Pascal;1
2020;20817;1;Luis;1
2018;20101;2;Sofia;3
2022;20725;1;Nelio;1
2021;20306;2;Shania;1
2016;20644;1;Matias;1
2021;20523;1;Konstantin;1
2019;20527;2;Arya;1
2015;20619;1;Elias;1
2017;20805;1;Valentin;1
2015;20534;2;Marie;1
2017;20618;2;Ella;1
2020;20416;1;Luca;1
2016;20808;1;Viktor;2
2017;20923;2;Marlena;1
2017;20708;1;Noah;1
2020;20201;1;Luka;2
2016;20643;2;Lenea;1
2020;21005;1;Jonas;1
2016;20201;2;Ayilaf;1
2015;20201;2;Annika;1
2014;20727;2;Lana;1
2022;21005;1;Ferdinand;1
2020;20620;2;Mia;1
2022;20923;1;Linus;1
2015;20725;2;Isabella;1
2015;20101;1;Ruben;1
2015;20321;1;Marcel;1
2019;20702;1;Liam;2
2019;20909;1;Mason;1
2017;20425;2;Michelle;1
2021;20101;2;Ariola;1
2019;20720;2;Zoey;1
2015;20523;1;Jonas;1
2016;20101;2;Amalia;1
2019;20515;1;Samuel;1
2020;20719;1;Raphael;1
2020;20201;2;Emili;1
2017;20817;2;Anna;1
2022;20703;2;Emily;1
2017;20302;2;Julia;1
2023;20201;2;Selina;1
2018;20518;2;Larissa;1
2020;20624;2;Matilda;1
2020;20409;2;Liah;1
2018;21010;1;Simon;1
2018;20727;2;Sofia;1
2017;21009;2;Marie;1
2023;20442;1;Noel;1
2020;20527;2;Hannah;2
2020;20101;1;Mogtadir;1
2021;20702;2;Lotte;1
2021;20101;1;Jonathan;1
2020;20808;2;Antonia;1
2016;20417;1;Maximilian;1
2019;20201;1;Anton;3
2022;20101;1;Farid;1
2017;20914;2;Katharina;1
2020;20201;2;Leonie;5
2017;20534;1;Alarich;1
2021;20918;2;Malea;1
2018;20722;1;David;1
2017;20320;1;Luca;1
2023;20201;1;Matej;2
2019;21005;2;Luzia;1
2022;20101;1;Massimo;1
2018;20201;2;Arberesha;1
2020;20201;2;Leila;1
2019;20711;2;Susanne;1
2019;20637;2;Eva;1
2016;20501;1;Bastian;1
2017;20403;1;Sandro;1
2017;20913;2;Michaela;1
2015;20442;2;Marlena;1
2020;20201;2;Hanna;3
2017;20515;2;Antonia;1
2015;20619;2;Laura;1
2018;20201;2;Nina;1
2018;20804;1;Florian;1
2017;20630;2;Amina;1
2018;20643;2;Theresa;1
2017;20509;1;Christopher;1
2018;20630;1;Mathias;1
2020;21005;1;Lukas;1
2018;20501;1;Pauli;1
2016;20635;2;Sophie;1
2017;20642;1;Kaleb;1
2019;20201;2;Tilda;1
2018;20711;2;Sophia;2
2020;20201;2;Asel;1
2019;20702;2;Sarah;1
2017;20918;1;Tino;1
2019;20643;1;Fabian;1
2023;21009;1;Nestor;1
2014;20705;2;Thabea;1
2023;20523;1;Anton;1
2017;20633;2;Letizia;1
2019;20409;2;Emmely;1
2019;20415;1;Wendelin;1
2015;20424;2;Mia;1
2019;20515;2;Nora;1
2023;20418;2;Laura;1
2018;20201;1;Valentin;1
2023;20306;2;Leoni;1
2016;20508;1;Mahan;1
2021;20918;2;Magdalena;1
2021;20428;2;Maxima;1
2020;20201;2;Kiana;1
2021;21002;2;Vanessa;1
2022;20409;2;Sophia;1
2015;20643;1;Alexander;1
2019;20201;2;Filippa;1
2019;20638;1;Moritz;1
2017;20101;1;Mario;2
2023;20602;2;Lara;1
2018;21002;1;Jonathan;1
2016;20527;2;Juliana;2
2016;20101;1;Oskar;3
2022;20101;2;Fraimely;1
2017;20702;1;Merlin;1
2022;20424;2;Leonie;1
2019;20101;1;Matteo;3
2015;20424;1;Toni;1
2017;20201;1;Tarik;1
2015;20622;1;Jonas;1
2017;20201;2;Amelie;2
2019;20101;1;Julian;6
2022;20505;1;George;1
2018;20912;2;Melissa;1
2023;20642;2;Ramona;1
2017;20101;2;Matea;2
2020;20722;1;Silvano;1
2019;20101;2;Clara;4
2019;20405;2;Romina;1
2018;20101;2;Elaria;1
2017;21004;1;Daniel;1
2016;20511;2;Vanessa;1
2019;20620;2;Julia;1
2019;20201;2;Jessica;1
2022;20201;1;Lasse;1
2016;20607;1;Luca;1
2016;21002;1;Max;1
2020;20101;1;Janko;1
2020;20703;2;Emma;1
2020;20613;2;Lena;1
2016;20201;2;Ella;1
2021;20725;1;Manuel;1
2016;20631;2;Rosalie;1
2023;20817;2;Marie;1
2022;20316;1;Paul;2
2019;20722;2;Emilia;1
2017;20101;2;Sumeyra;1
2018;20604;2;Greta;1
2015;20417;1;Jakob-michael;1
2018;20101;2;Madeline;1
2016;21006;1;Yousif;1
2023;20913;2;Johanna;2
2019;20636;2;Annika;1
2015;20414;1;Paul;1
2021;20305;1;Laurin;1
2022;20923;1;Gabriel;1
2023;20721;2;Sophie;1
2021;20305;1;Joseph;1
2016;20712;2;Elina;1
2016;20914;1;Fabio;1
2019;20817;1;Fabio;1
2019;20530;2;Lara;1
2019;20405;1;Paul;1
2015;20101;2;Aleksia;1
2021;20923;1;Luca;2
2020;20642;1;Jakob;1
2018;20435;2;Luisa;1
2017;20817;1;Jonas;1
2019;20201;2;Menesse;1
2017;20635;1;Raphael;1
2018;20643;2;Vanessa;1
2023;20101;2;Nora;5
2022;20201;1;Theo;1
2017;20604;2;Leonie;1
2022;20635;2;Amanda;1
2015;20636;1;Jeremias;1
2015;20644;1;Nathan;1
2017;20635;1;Yannik;1
2020;20909;2;Aisha;1
2020;20923;1;Felix;3
2023;20520;1;Oskar;1
2023;20630;1;Niklas;1
2021;20812;1;Adin;1
2019;20201;2;Ewa;1
2017;20724;1;Jakob;1
2023;20201;1;David;2
2017;20636;1;Nevio;1
2022;20442;2;Lore-hilda;1
2021;20805;1;Aron;1
2022;20101;2;Irha;1
2017;20613;2;Magdalena;1
2022;21002;2;Helena;1
2022;20817;2;Lena;4
2021;20414;2;Livia;1
2020;20643;2;Olivia;1
2018;20624;2;Maria;1
2016;20101;1;Lejs;1
2022;20620;2;Sophia;1
2016;20418;1;Leonhard;1
2018;20101;1;Leano;1
2016;20402;2;Carolina;1
2018;20923;1;Felix;3
2018;20414;1;Eldan;1
2023;20402;2;Lorena;1
2019;20711;1;Tommy;1
2015;20306;1;Julian;1
2021;20634;2;Romy;1
2020;20702;2;Helena;1
2023;20801;2;Annika;1
2020;20808;1;Eliah;1
2021;20201;2;Jasmin;1
2016;20808;1;Zachary;1
2016;20405;1;Sergej;1
2022;20627;1;Elias;1
2017;20518;2;Julia;2
2018;20201;2;Sophie;4
2022;20701;2;Valentina;1
2016;20415;2;Emilia;1
2015;20640;2;Katja;1
2017;20633;1;Luis;1
2018;20527;2;Melek;1
2015;20720;2;Nina;1
2023;20636;1;Jaro;1
2023;20504;1;Tobias;1
2022;20101;1;Carlos;1
2022;20306;1;Kilian;1
2020;20412;1;Joachim;1
2017;20634;1;Lorenz;1
2019;20101;2;Maxima;2
2019;20813;2;Mia;1
2019;20402;2;Shanaja;1
2018;20307;1;David;1
2021;20520;1;Moritz;1
2023;20727;1;Yian;1
2014;20101;1;Baldwin;1
2023;20417;1;Jonas;1
2016;20101;1;Elia;1
2022;20201;1;Nicolas;1
2020;20201;1;Philip;1
2021;20605;1;Kilian;2
2016;20702;2;Lilli;1
2017;20914;2;Sarah;1
2023;20442;1;Kian;1
2020;20619;1;Paul;1
2015;20801;1;Paul;1
2020;20727;2;Ida;1
2017;20619;2;Emma;2
2016;20631;1;Leandro;1
2022;20635;1;Neo;1
2020;20442;1;Moritz;1
2019;21009;2;Hira;1
2016;20402;1;Sebastian;1
2020;20605;2;Emma;1
2017;20913;2;Florentina;1
2021;20307;2;Valeria;1
2020;20634;1;Alexander;2
2019;20505;2;Mia;2
2023;20702;2;Antonia;2
2022;20702;2;Maja;1
2014;20722;2;Rebecca;1
2022;20901;1;Fabian;2
2015;20425;1;Henrik;1
2018;20810;2;Magdalena;1
2020;20604;1;Adrian;1
2021;20631;2;Amira;1
2020;20502;2;Eliana;1
2018;20101;1;Gregor;1
2019;20901;2;Melina;1
2016;20913;1;Matthias;1
2022;20201;1;Colin;1
2016;20703;2;Diana;1
2017;20402;1;Christoph;1
2018;20624;2;Marie;1
2016;20101;2;Lucia;1
2022;20201;1;Silas;1
2015;20635;2;Romina;1
2016;20724;2;Flora;1
2021;20442;2;Ella;1
2022;20432;2;Helena;1
2017;20316;2;Lanah;1
2016;20405;1;Hendrik;1
2018;20501;1;Emilian;1
2018;20527;1;Oskar;2
2017;20101;1;Tayo;1
2017;20101;2;Layla;1
2023;20416;2;Emilia;1
2023;20604;2;Leony;1
2018;20527;2;Timea;1
2018;20702;2;Helena;1
2022;20505;2;Stella;1
2022;20201;2;Mariia;1
2020;20505;2;Isabella;1
2017;20911;1;Manuel;1
2015;20901;1;Manuel;1
2015;20534;1;Moritz;1
2015;20201;2;Melissa;1
2017;20923;1;Laurenz;1
2015;20403;2;Marie;2
2015;20644;1;Marcel;1
2018;20409;1;Christoph;1
2020;21002;2;Sara;1
2020;20101;1;Hendrik;1
2016;20201;2;Florentina;1
2017;20803;2;Kimberly;2
2021;20101;2;Lieselotte;1
2019;20101;1;Tarik;1
2016;20634;1;Jonas;2
2016;20101;2;Soena-marie;1
2023;20201;2;Davina;1
2016;20720;2;Sina;1
2019;20722;1;Alexander;1
2023;20643;1;Valentin;1
2019;20101;2;Rebekka;1
2021;20644;2;Leonie;1
2018;20803;2;Jolyne;1
2018;20101;1;Laurens;1
2019;20523;2;Luisa;2
2016;20722;1;Jayden;1
2016;20505;1;Tobias;1
2021;20509;2;Anna;1
2016;20640;2;Ilda;1
2022;20421;2;Theresa;1
2022;20923;2;Amalia;1
2017;20101;2;Theresa;2
2020;20101;2;Emma;12
2014;20101;1;De;1
2018;20421;2;Kajsa;1
2019;20923;2;Marija;1
2018;20501;2;Michelle;1
2019;20803;2;Marie;1
2021;20719;2;Alina;2
2020;20630;2;Lajla;1
2016;20634;1;Marco;2
2022;20727;2;Kiana;1
2023;20305;1;Alessandro;1
2022;20201;2;Anastasia;2
2019;20712;1;Jonas;1
2018;20101;2;Ava;1
2019;20644;1;David;2
2019;20101;1;Amin;1
2015;20201;2;Vrinda;1
2015;20527;2;Lisa;1
2021;20505;2;Leonie;1
2017;20101;2;Sophie;6
2018;20421;1;Nico;1
2023;20201;2;Franziska;2
2020;20912;2;Lisa;1
2019;21005;1;Simon;1
2023;20923;2;Ayleen;1
2020;20424;2;Aurelia;1
2020;20201;1;Rejjan;1
2018;20101;1;Amir;1
2019;20923;2;Tala;1
2023;20101;1;Ares;1
2017;21002;1;Johannes;1
2015;20711;2;Fabienne;1
2021;20815;1;Andreas;1
2016;20201;1;Emil;2
2018;20414;1;Jakob;2
2023;20711;2;Mia;1
2015;20101;1;Schamil;1
2022;20720;1;Timo;1
2019;20201;2;Dalia;1
2021;20911;1;Johannes;1
2018;20509;2;Emilia;1
2021;20306;2;Sofia;1
2019;20101;1;Obada;1
2022;20643;1;Mark;1
2023;21005;2;Sophia;1
2018;20101;2;Zoey;1
2019;20627;2;Amelie;1
2022;20307;2;Emilia;1
2014;21002;1;Luis;1
2018;20415;2;Nina;1
2017;20605;1;Jakob;1
2021;20630;2;Emmi;1
2016;20101;1;Erik;3
2016;20101;1;Finnian;1
2022;20635;1;Fabio;1
2019;20201;2;Clara;2
2023;20201;2;Marlene;2
2015;20428;1;Julian;1
2018;20402;2;Annabell;1
2020;20712;2;Johanna;1
2023;20722;2;Nalia;1
2018;20412;1;Valentin;1
2020;20101;1;Milijan;1
2022;20607;1;Anton;1
2016;20711;1;Noel;1
2023;21009;1;Jakob;1
2016;20923;2;Caroline;1
2020;20813;2;Lea;1
2015;20608;1;Tobias;2
2021;20201;1;Collin;1
2015;20720;2;Finja;1
2017;20530;1;Anton;1
2017;20402;1;Luca;1
2017;20607;2;Alissa;1
2020;20306;1;Adrian;1
2017;20101;1;Theodor;1
2021;20719;1;Johannes;1
2016;20402;2;Aylin;1
2023;20705;1;Johannes;1
2016;20405;2;Nadja;1
2018;21001;1;Markus;1
2015;20635;2;Hana;1
2017;20722;2;Alice;1
2018;20727;2;Cataleya;1
2016;20913;1;Tobias;2
2018;20402;1;Alexander;2
2019;20101;2;Harjas;1
